資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	alphabret_出現形	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	所在	備考
30-026-03	宝暦版四座講式	267	128	滅	滅	滅度	滅度			1		入	入平濁							001_009_b_02	
30-026-03	宝暦版四座講式	268	128	度	度	滅度	滅度			2		平濁	入平濁							001_009_b_02	
30-026-03	宝暦版四座講式	269	129	從	従	從今	従今			1		去濁	去濁上							001_009_b_02	
30-026-03	宝暦版四座講式	270	129	今	今	從今	従今			2		上	去濁上							001_009_b_02	
30-026-03	宝暦版四座講式	271	130	以	以	以後	以後			1		平	平平濁							001_009_b_02	
30-026-03	宝暦版四座講式	272	130	後	後	以後	以後			2		平濁	平平濁							001_009_b_02	
30-026-03	宝暦版四座講式	273	131	無	無	無再見	無再見			1		上	上平平							001_009_b_03	
30-026-03	宝暦版四座講式	274	131	再	再	無再見	無再見			2		平	上平平							001_009_b_03	
30-026-03	宝暦版四座講式	275	131	見	見	無再見	無再見			3		平	上平平							001_009_b_03	
30-026-03	宝暦版四座講式	276	132	苦	苦	苦海	苦海			1		平	平上							001_009_b_03	
30-026-03	宝暦版四座講式	277	132	海	海	苦海	苦海			2		上	平上							001_009_b_03	
30-026-03	宝暦版四座講式	278	133	溺	溺	溺子	溺子			1		入軽濁	入軽濁平							001_009_b_03	
30-026-03	宝暦版四座講式	279	133	子	子	溺子	溺子			2		平	入軽濁平							001_009_b_03	
30-026-03	宝暦版四座講式	280	134	哀	哀	哀戀	哀恋			1		上	上平							001_009_b_03	
30-026-03	宝暦版四座講式	281	134	戀	恋	哀戀	哀恋			2		平	上平							001_009_b_04	
30-026-03	宝暦版四座講式	282	135	經	経	經	経			1		去	去							001_009_b_04	
30-026-03	宝暦版四座講式	283	136	阿	阿	阿難	阿難			1		平	平去							001_009_b_04	
30-026-03	宝暦版四座講式	284	136	難	難	阿難	阿難			2		去	平去							001_009_b_04	
30-026-03	宝暦版四座講式	285	137	如	如	如來	如来			1		上	上上							001_009_b_04	
30-026-03	宝暦版四座講式	286	137	來	来	如來	如来			2		上	上上							001_009_b_04	
30-026-03	宝暦版四座講式	287	138	十	十	十五日	十五日			1		フ入濁	フ入濁上濁入							001_009_b_05	
30-026-03	宝暦版四座講式	288	138	五	五	十五日	十五日			2		上濁	フ入濁上濁入							001_009_b_05	
30-026-03	宝暦版四座講式	289	138	日	日	十五日	十五日			3		入	フ入濁上濁入							001_009_b_05	
30-026-03	宝暦版四座講式	290	139	般	般	般涅槃	般涅槃			1		入	入平平							001_009_b_05	
30-026-03	宝暦版四座講式	291	139	涅	涅	般涅槃	般涅槃			2		平	入平平							001_009_b_05	
30-026-03	宝暦版四座講式	292	139	槃	槃	般涅槃	般涅槃			3		平	入平平							001_009_b_05	
30-026-03	宝暦版四座講式	293	140	夜	夜	夜叉	夜叉			1		平	平上							001_009_b_05	
30-026-03	宝暦版四座講式	294	140	叉	叉	夜叉	夜叉			2		上	平上							001_010_a_01	
30-026-03	宝暦版四座講式	295	141	大	大	大將	大将			1		平濁	平濁平新濁							001_010_a_01	
30-026-03	宝暦版四座講式	296	141	將	将	大將	大将			2		平新濁	平濁平新濁							001_010_a_01	
30-026-03	宝暦版四座講式	297	142	般	般	般遮羅	般遮羅			1		去	去上新濁上							001_010_a_01	
30-026-03	宝暦版四座講式	298	142	遮	遮	般遮羅	般遮羅			2		上新濁	去上新濁上							001_010_a_01	
30-026-03	宝暦版四座講式	299	142	羅	羅	般遮羅	般遮羅			3		上	去上新濁上							001_010_a_01	
30-026-03	宝暦版四座講式	300	143	百	百	百萬億	百万億			1		入	入平入							001_010_a_01	
30-026-03	宝暦版四座講式	301	143	萬	万	百萬億	百万億			2		平	入平入							001_010_a_01	
30-026-03	宝暦版四座講式	302	143	億	億	百萬億	百万億			3		入	入平入							001_010_a_01	
30-026-03	宝暦版四座講式	303	144	夜	夜	夜叉衆等	夜叉衆等			1		平	平上平平							001_010_a_01	
30-026-03	宝暦版四座講式	304	144	叉	叉	夜叉衆等	夜叉衆等			2		上	平上平平							001_010_a_01	
30-026-03	宝暦版四座講式	305	144	衆	衆	夜叉衆等	夜叉衆等			3		平	平上平平							001_010_a_02	
30-026-03	宝暦版四座講式	306	144	等	等	夜叉衆等	夜叉衆等			4		平	平上平平							001_010_a_02	
30-026-03	宝暦版四座講式	307	145	同	同	同時	同時			1		去濁	去濁上濁							001_010_a_02	
30-026-03	宝暦版四座講式	308	145	時	時	同時	同時			2		上濁	去濁上濁							001_010_a_02	
30-026-03	宝暦版四座講式	309	146	悲	悲	悲泣	悲泣			1		上	上フ入							001_010_a_02	
30-026-03	宝暦版四座講式	310	146	泣	泣	悲泣	悲泣			2		フ入	上フ入							001_010_a_02	
30-026-03	宝暦版四座講式	311	147	偈	偈	偈	偈			1		平濁	平濁							001_010_a_03	
30-026-03	宝暦版四座講式	312	148	世	世	世尊	世尊			1		平	平平					2		001_010_a_03	
30-026-03	宝暦版四座講式	313	148	尊	尊	世尊	世尊			2		平	平平					3		001_010_a_03	
30-026-03	宝暦版四座講式	314	149	金	金	金色	金色			1		去	去入濁							001_010_a_03	
30-026-03	宝暦版四座講式	315	149	色	色	金色	金色			2		入濁	去入濁							001_010_a_03	
30-026-03	宝暦版四座講式	316	150	光	光	光明	光明			1		去	去上					31		001_010_a_03	
30-026-03	宝暦版四座講式	317	150	明	明	光明	光明			2		上	去上							001_010_a_03	
30-026-03	宝暦版四座講式	318	151	身	身	身	身			1		平	平					3		001_010_a_03	
30-026-03	宝暦版四座講式	319	152	功	功	功徳	功徳			1		上	上入濁							001_010_a_04	
30-026-03	宝暦版四座講式	320	152	徳	徳	功徳	功徳			2		入濁	上入濁							001_010_a_04	
30-026-03	宝暦版四座講式	321	153	莊	荘	莊嚴	荘厳			1		去	去上濁							001_010_a_04	
30-026-03	宝暦版四座講式	322	153	嚴	厳	莊嚴	荘厳			2		上濁	去上濁							001_010_a_04	
30-026-03	宝暦版四座講式	323	154	滿	満	滿月	満月			1		平	平入濁					3		001_010_a_04	
30-026-03	宝暦版四座講式	324	154	月	月	滿月	満月			2		入濁	平入濁					23		001_010_a_04	
30-026-03	宝暦版四座講式	325	155	眉	眉	眉間	眉間			1		上	上上							001_010_a_04	
30-026-03	宝暦版四座講式	326	155	間	間	眉間	眉間			2		上	上上							001_010_a_04	
30-026-03	宝暦版四座講式	327	156	白	白	白毫	白毫			1		入濁	入濁平濁					3		001_010_a_04	
30-026-03	宝暦版四座講式	328	156	毫	毫	白毫	白毫			2		平濁	入濁平濁					3		001_010_a_04	
30-026-03	宝暦版四座講式	329	157	殊	殊	殊特	殊特			1		上	上入軽濁							001_010_a_04	
30-026-03	宝暦版四座講式	330	157	特	特	殊特	殊特			2		入軽濁	上入軽濁							001_010_a_04	
30-026-03	宝暦版四座講式	331	158	相	相	相	相			1		平	平							001_010_a_05	
30-026-03	宝暦版四座講式	332	159	最	最	最後	最後			1		去	去平濁							001_010_a_05	
30-026-03	宝暦版四座講式	333	159	後	後	最後	最後			2		平濁	去平濁							001_010_a_05	
30-026-03	宝暦版四座講式	334	160	歸	帰	歸命	帰命			1		上	上平							001_010_a_05	
30-026-03	宝暦版四座講式	335	160	命	命	歸命	帰命			2		平	上平							001_010_a_05	
30-026-03	宝暦版四座講式	336	161	禮	礼	禮	礼ス			1		平	平							001_010_a_05	
30-026-03	宝暦版四座講式	337	162	諸	諸	諸天	諸天			1		上	上上							001_010_a_05	
30-026-03	宝暦版四座講式	338	162	天	天	諸天	諸天			2		上	上上							001_010_a_05	
30-026-03	宝暦版四座講式	339	163	八	八	八部	八部			1		入	入平濁					3		001_010_a_05	
30-026-03	宝暦版四座講式	340	163	部	部	八部	八部			2		平濁	入平濁					3		001_010_a_05	
30-026-03	宝暦版四座講式	341	164	悲	悲	悲泣	悲泣			1		上	上フ入							001_010_b_01	
30-026-03	宝暦版四座講式	342	164	泣	泣	悲泣	悲泣			2		フ入	上フ入							001_010_b_01	
30-026-03	宝暦版四座講式	343	165	雨	雨	雨涙	雨涙			1		平	平平	ウ	ウルイ					001_010_b_01	ウに2の墨譜
30-026-03	宝暦版四座講式	344	165	涙	涙	雨涙	雨涙			2		平	平平	ルイ	ウルイ					001_010_b_01	ルイに44の墨譜
30-026-03	宝暦版四座講式	345	166	涅	涅	涅槃	涅槃			1		平	平去							001_010_b_01	
30-026-03	宝暦版四座講式	346	166	槃	槃	涅槃	涅槃			2		去	平去							001_010_b_02	
30-026-03	宝暦版四座講式	347	167	必	必	必定	必定			1		入	入平濁							001_010_b_02	
30-026-03	宝暦版四座講式	348	167	定	定	必定	必定			2		平濁	入平濁							001_010_b_02	
30-026-03	宝暦版四座講式	349	168	大	大	大衆	大衆			1		平濁	平濁平							001_010_b_02	
30-026-03	宝暦版四座講式	350	168	衆	衆	大衆	大衆			2		平	平濁平					2		001_010_b_02	
30-026-03	宝暦版四座講式	351	169	追	追	追戀	追恋			1		去	去平							001_010_b_02	
30-026-03	宝暦版四座講式	352	169	戀	恋	追戀	追恋			2		平	去平							001_010_b_02	
30-026-03	宝暦版四座講式	353	170	居	居	居諸	居諸			1		上	上平	キ	キシヨ					001_010_b_03	キに1の墨譜
30-026-03	宝暦版四座講式	354	170	諸	諸	居諸	居諸			2		平	上平	シヨ	キシヨ					001_010_b_03	シヨに3の墨譜
30-026-03	宝暦版四座講式	355	171	轉	転	轉	転ス			1		平	平					3		001_010_b_03	
30-026-03	宝暦版四座講式	356	172	三	三	三五	三五			1		去	去上濁							001_010_b_03	
30-026-03	宝暦版四座講式	357	172	五	五	三五	三五			2		上濁	去上濁							001_010_b_03	
30-026-03	宝暦版四座講式	358	173	運	運	運數	運数			1		去	去平							001_010_b_03	
30-026-03	宝暦版四座講式	359	173	數	数	運數	運数			2		平	去平							001_010_b_03	
30-026-03	宝暦版四座講式	360	174	如	如	如來	如来			1		上	上上							001_010_b_04	
30-026-03	宝暦版四座講式	361	174	來	来	如來	如来			2		上	上上							001_010_b_04	
30-026-03	宝暦版四座講式	362	175	哀	哀	哀戀	哀恋			1		上	上平							001_010_b_04	
30-026-03	宝暦版四座講式	363	175	戀	恋	哀戀	哀恋			2		平	上平							001_010_b_04	
30-026-03	宝暦版四座講式	364	176	大	大	大衆	大衆			1		平濁	平濁平							001_010_b_04	
30-026-03	宝暦版四座講式	365	176	衆	衆	大衆	大衆			2		平	平濁平							001_010_b_04	
30-026-03	宝暦版四座講式	366	177	最	最	最後	最後			1		去	去平濁							001_010_b_04	
30-026-03	宝暦版四座講式	367	177	後	後	最後	最後			2		平濁	去平濁							001_010_b_04	
30-026-03	宝暦版四座講式	368	178	中	中	中心	中心			1		平軽	平軽平新濁					13		001_010_b_05	
30-026-03	宝暦版四座講式	369	178	心	心	中心	中心			2		平新濁	平軽平新濁							001_010_b_05	
30-026-03	宝暦版四座講式	370	179	悲	悲	悲嘆	悲嘆			1		上	上平							001_010_b_05	
30-026-03	宝暦版四座講式	371	179	嘆	嘆	悲嘆	悲嘆			2		平	上平							001_010_b_05	
30-026-03	宝暦版四座講式	372	180	力	力	力士	力士			1		入	入平新濁							001_011_a_01	
30-026-03	宝暦版四座講式	373	180	士	士	力士	力士			2		平新濁	入平新濁							001_011_a_01	
30-026-03	宝暦版四座講式	374	181	生	生	生地	生地			1		去	去平濁							001_011_a_01	
30-026-03	宝暦版四座講式	375	181	地	地	生地	生地			2		平濁	去平濁							001_011_a_01	
30-026-03	宝暦版四座講式	376	182	娑	娑	娑羅林	娑羅林			1		上	上上上	シヤ	シヤラリン					001_011_a_01	シヤに1の墨譜
30-026-03	宝暦版四座講式	377	182	羅	羅	娑羅林	娑羅林			2		上	上上上	ラ	シヤラリン					001_011_a_01	ラに1の墨譜
30-026-03	宝暦版四座講式	378	182	林	林	娑羅林	娑羅林			3		上	上上上	リン	シヤラリン					001_011_a_01	リンに11の墨譜
30-026-03	宝暦版四座講式	379	183	面	面	面門	面門			1		平	平去							001_011_a_01	
30-026-03	宝暦版四座講式	380	183	門	門	面門	面門			2		去	平去							001_011_a_01	
30-026-03	宝暦版四座講式	381	184	二	二	二月	二月			1		平	平入濁	ニン	ニン＊					001_011_a_02	ニンに22の墨譜
30-026-03	宝暦版四座講式	382	184	月	月	二月	二月			2		入濁	平入濁		ニン＊					001_011_a_02	
30-026-03	宝暦版四座講式	383	185	十	十	十五	十五			1		フ入濁	フ入濁上濁							001_011_a_02	
30-026-03	宝暦版四座講式	384	185	五	五	十五	十五			2		上濁	フ入濁上濁							001_011_a_02	
30-026-03	宝暦版四座講式	385	186	最	最	最後	最後			1		去	去平濁							001_011_a_02	
30-026-03	宝暦版四座講式	386	186	後	後	最後	最後			2		平濁	去平濁							001_011_a_02	
30-026-03	宝暦版四座講式	387	187	五	五	五十二類	五十二類			1		平濁	平濁フ入濁平平							001_011_a_03	
30-026-03	宝暦版四座講式	388	187	十	十	五十二類	五十二類			2		フ入濁	平濁フ入濁平平							001_011_a_03	
30-026-03	宝暦版四座講式	389	187	二	二	五十二類	五十二類			3		平	平濁フ入濁平平							001_011_a_03	
30-026-03	宝暦版四座講式	390	187	類	類	五十二類	五十二類			4		平	平濁フ入濁平平							001_011_a_03	
30-026-03	宝暦版四座講式	391	188	菩	菩	菩薩	菩薩			1		上濁	上濁入							001_011_a_03	
30-026-03	宝暦版四座講式	392	188	薩	薩	菩薩	菩薩			2		入	上濁入							001_011_a_03	
30-026-03	宝暦版四座講式	393	189	聲	声	聲聞	声聞			1		去	去上							001_011_a_03	
30-026-03	宝暦版四座講式	394	189	聞	聞	聲聞	声聞			2		上	去上							001_011_a_03	
30-026-03	宝暦版四座講式	395	190	天	天	天龍	天竜			1		去	去上							001_011_a_03	
30-026-03	宝暦版四座講式	396	190	龍	竜	天龍	天竜			2		上	去上							001_011_a_03	
30-026-03	宝暦版四座講式	397	191	八	八	八部	八部			1		入	入平濁	〜チ	〜チ＊					001_011_a_03	チに2の墨譜
30-026-03	宝暦版四座講式	398	191	部	部	八部	八部			2		平濁	入平濁		〜チ＊					001_011_a_03	
30-026-03	宝暦版四座講式	399	192	一	一	一恆沙	一恒沙			1		入	入去濁上新濁	〜チ	〜チ＊＊					001_011_a_04	チに2の墨譜
30-026-03	宝暦版四座講式	400	192	恆	恒	一恆沙	一恒沙			2		去濁	入去濁上新濁		〜チ＊＊					001_011_a_04	
30-026-03	宝暦版四座講式	401	192	沙	沙	一恆沙	一恒沙			3		上新濁	入去濁上新濁		〜チ＊＊					001_011_a_04	
30-026-03	宝暦版四座講式	402	193	大	大	大菩薩等	大菩薩等			1		平濁	平濁上濁入平							001_011_a_04	
30-026-03	宝暦版四座講式	403	193	菩	菩	大菩薩等	大菩薩等			2		上濁	平濁上濁入平							001_011_a_04	
30-026-03	宝暦版四座講式	404	193	薩	薩	大菩薩等	大菩薩等			3		入	平濁上濁入平							001_011_a_04	
30-026-03	宝暦版四座講式	405	193	等	等	大菩薩等	大菩薩等			4		平	平濁上濁入平							001_011_a_04	
30-026-03	宝暦版四座講式	406	194	無	無	無量數	無量数			1		上	上平平							001_011_a_04	
30-026-03	宝暦版四座講式	407	194	量	量	無量數	無量数			2		平	上平平							001_011_a_04	
30-026-03	宝暦版四座講式	408	194	數	数	無量數	無量数			3		平	上平平							001_011_a_04	
30-026-03	宝暦版四座講式	409	195	蜂	蜂	蜂虫	蜂虫			1		平濁	平濁平							001_011_a_04	
30-026-03	宝暦版四座講式	410	195	虫	虫	蜂虫	蜂虫			2		平	平濁平							001_011_a_05	
30-026-03	宝暦版四座講式	411	196	衆	衆	衆類	衆類			1		平	平平							001_011_a_05	
30-026-03	宝暦版四座講式	412	196	類	類	衆類	衆類			2		平	平平							001_011_a_05	
30-026-03	宝暦版四座講式	413	197	八	八	八十	八十			1		入	入フ入濁	〜チ	〜チ＊					001_011_a_05	チに2の墨譜
30-026-03	宝暦版四座講式	414	197	十	十	八十	八十			2		フ入濁	入フ入濁		〜チ＊					001_011_a_05	
30-026-03	宝暦版四座講式	415	198	恆	恒	恆沙	恒沙			1		去濁	去濁上新濁							001_011_a_05	
30-026-03	宝暦版四座講式	416	198	沙	沙	恆沙	恒沙			2		上新濁	去濁上新濁							001_011_a_05	
30-026-03	宝暦版四座講式	417	199	羅	羅	羅刹王	羅刹王			1		上	上入平							001_011_a_05	
30-026-03	宝暦版四座講式	418	199	刹	刹	羅刹王	羅刹王			2		入	上入平							001_011_a_05	
30-026-03	宝暦版四座講式	419	199	王	王	羅刹王	羅刹王			3		平	上入平							001_011_a_05	
30-026-03	宝暦版四座講式	420	200	可	可	可畏羅刹	可畏羅刹			1		上	上上上入							001_011_a_05	
30-026-03	宝暦版四座講式	421	200	畏	畏	可畏羅刹	可畏羅刹			2		上	上上上入							001_011_a_05	
30-026-03	宝暦版四座講式	422	200	羅	羅	可畏羅刹	可畏羅刹			3		上	上上上入							001_011_b_01	
30-026-03	宝暦版四座講式	423	200	刹	刹	可畏羅刹	可畏羅刹			4		入	上上上入							001_011_b_01	
30-026-03	宝暦版四座講式	424	201	上	上	上首	上首			1		平濁	平濁平							001_011_b_01	
30-026-03	宝暦版四座講式	425	201	首	首	上首	上首			2		平	平濁平							001_011_b_01	
30-026-03	宝暦版四座講式	426	202	廿	廿	廿	廿			1								13		001_011_b_01	
30-026-03	宝暦版四座講式	427	203	恆	恒	恆沙	恒沙			1		去濁	去濁上新濁							001_011_b_01	
